threshold,num_trades,total_return_pct,sharpe_ratio,max_drawdown_pct
0.2,13,-4.212433800764737,-45.455847386100814,-5.103904964464581
0.21000000000000002,13,-4.212433800764737,-45.455847386100814,-5.103904964464581
0.22000000000000003,13,-4.212433800764737,-45.455847386100814,-5.103904964464581
0.23000000000000004,13,-4.212433800764737,-45.455847386100814,-5.103904964464581
0.24000000000000005,13,-4.212433800764737,-45.455847386100814,-5.103904964464581
0.25000000000000006,13,-4.212433800764737,-45.455847386100814,-5.103904964464581
0.26000000000000006,13,-4.212433800764737,-45.455847386100814,-5.103904964464581
0.2700000000000001,13,-4.212433800764737,-45.455847386100814,-5.103904964464581
0.2800000000000001,8,-2.949377488496885,-54.62694263958018,-2.949377488496884
0.2900000000000001,8,-2.949377488496885,-54.62694263958018,-2.949377488496884
0.3000000000000001,8,-2.949377488496885,-54.62694263958018,-2.949377488496884
0.3100000000000001,0,0.0,0.0,0.0
0.3200000000000001,0,0.0,0.0,0.0
0.3300000000000001,0,0.0,0.0,0.0
0.34000000000000014,0,0.0,0.0,0.0
0.35000000000000014,0,0.0,0.0,0.0
0.36000000000000015,0,0.0,0.0,0.0
0.37000000000000016,0,0.0,0.0,0.0
0.38000000000000017,0,0.0,0.0,0.0
0.3900000000000002,0,0.0,0.0,0.0
0.4000000000000002,0,0.0,0.0,0.0
0.4100000000000002,0,0.0,0.0,0.0
0.4200000000000002,0,0.0,0.0,0.0
0.4300000000000002,0,0.0,0.0,0.0
0.4400000000000002,0,0.0,0.0,0.0
0.45000000000000023,0,0.0,0.0,0.0
0.46000000000000024,0,0.0,0.0,0.0
0.47000000000000025,0,0.0,0.0,0.0
0.48000000000000026,0,0.0,0.0,0.0
0.49000000000000027,0,0.0,0.0,0.0
0.5000000000000002,0,0.0,0.0,0.0
