threshold,num_trades,total_return_pct,sharpe_ratio,max_drawdown_pct
0.2,12,-3.6733105669439103,-41.29272251248851,-4.5697992171057455
0.21000000000000002,12,-3.6733105669439103,-41.29272251248851,-4.5697992171057455
0.22000000000000003,12,-3.6733105669439103,-41.29272251248851,-4.5697992171057455
0.23000000000000004,12,-3.6733105669439103,-41.29272251248851,-4.5697992171057455
0.24000000000000005,12,-3.6733105669439103,-41.29272251248851,-4.5697992171057455
0.25000000000000006,12,-3.6733105669439103,-41.29272251248851,-4.5697992171057455
0.26000000000000006,7,-2.403145367473003,-47.424591246890614,-2.4031453674730074
0.2700000000000001,8,-2.9493774884968627,-54.62694263957989,-2.949377488496866
0.2800000000000001,0,0.0,0.0,0.0
0.2900000000000001,0,0.0,0.0,0.0
0.3000000000000001,0,0.0,0.0,0.0
0.3100000000000001,0,0.0,0.0,0.0
0.3200000000000001,0,0.0,0.0,0.0
0.3300000000000001,0,0.0,0.0,0.0
0.34000000000000014,0,0.0,0.0,0.0
0.35000000000000014,0,0.0,0.0,0.0
0.36000000000000015,0,0.0,0.0,0.0
0.37000000000000016,0,0.0,0.0,0.0
0.38000000000000017,0,0.0,0.0,0.0
0.3900000000000002,0,0.0,0.0,0.0
0.4000000000000002,0,0.0,0.0,0.0
0.4100000000000002,0,0.0,0.0,0.0
0.4200000000000002,0,0.0,0.0,0.0
0.4300000000000002,0,0.0,0.0,0.0
0.4400000000000002,0,0.0,0.0,0.0
0.45000000000000023,0,0.0,0.0,0.0
0.46000000000000024,0,0.0,0.0,0.0
0.47000000000000025,0,0.0,0.0,0.0
0.48000000000000026,0,0.0,0.0,0.0
0.49000000000000027,0,0.0,0.0,0.0
0.5000000000000002,0,0.0,0.0,0.0
